Analysis Name,cost_initial,cost_best,index_best,A best [a.u.],f best [Hz],B best,cost_final,A final [a.u.],f final [Hz],B final,improvement_best [%],improvement_final [%],fidelity_initial,fidelity_best,fidelity_final,fidelity_improvement_best [%],fidelity_improvement_final [%]
<optuna.study.study.Study object at 0x777a342e1e80>,0.017535991139818474,0.003546476515791023,13,0.29026755023476497,4955279304.072351,-1.4650427984074996,0.042908326562506156,0.38617544353393535,4954697642.511009,-1.3169169375325258,79.77601330022264,-144.6872048485212,0.9824640088601815,0.996453523484209,0.9570916734374938,1.4239213343049228,-2.5825206006399903
<optuna.study.study.Study object at 0x777a324cebd0>,0.005307854835280571,-5.958757226901905e-08,220,-0.003275245706683305,4961931909.35706,0.24161800815381793,0.0034241177038111916,-0.0427181852382924,4957944681.246347,0.06266494012246238,100.00112263002885,35.48961284601157,0.9946921451647194,1.0000000595875722,0.9965758822961888,0.5336238401655269,0.18937890890426642
<optuna.study.study.Study object at 0x777a32ce73e0>,0.016471055380281284,0.004166867618496717,23,0.28059394640387375,4956017431.752749,2.755197569735461,0.01817801230280575,0.4607606837839859,4954796951.312566,2.927671727828749,74.70187840249034,-10.363373099746783,0.9835289446197187,0.9958331323815033,0.9818219876971942,1.2510244694976371,-0.1735543149860763
<optuna.study.study.Study object at 0x777a324f2db0>,0.0069835639902284955,-5.707417797632767e-08,137,0.12712736547419862,4957424456.398733,,0.13790757224921757,0.058214586843327046,4958188320.142311,,100.00081726433747,-1874.7448787206624,0.9930164360097715,1.000000057074178,0.8620924277507824,0.7032734616628048,-13.18447545390888
